,Word,Definition,Verb
1217,hodie,['today\n'],True
1218,hodiernus,['of today\n'],False
1219,Hoienses,"['Huy', 'Belgium', 'between Liege and Namur\n']",False
1220,homo hominis,"['human being', 'man\n']",False
1221,honor,"['honor', 'esteem', 'public office\n']",False
1222,honorabilis,['respectful\n'],False
1223,hora,"['hour', 'time\n']",False
1224,"hordeum, ordeum",['barley\n'],False
1225,horrendus,"['horrible', 'dreadful\n']",False
1226,hortor,"['exhort', 'incite', 'encourage\n']",False
1227,hortus ortus,"['garden / pl grounds', 'park\n']",False
1228,horum,['(masc pl gen) The horses OF THESE (soldiers) are spent\n'],False
1229,horum,['(neut pl gen) The cattle OF THESE (monsters) were fat\n'],False
1230,hos,['(masc pl acc) They burned THESE (houses) to the ground\n'],False
1231,hospes,"['guest', 'host', 'stranger\n']",False
1232,hostes hostium,['the enemy\n'],False
1233,hostis,['an enemy of the state\n'],False
1234,huic,"[""(neut sing dat) I'd give my right arm FOR THIS (cooky)\n""]",False
1235,huic,['(masc sing dat) He sent FOR THIS (doctor)\n'],False
1236,huic,['(fem sing dat) There is a statue IN THIS (abbey)\n'],False
1237,huius,"['(masc fem neut gen sing) Go ahead', 'eat some OF THIS\n']",False
1238,huius,['(neut sing gen) She paid half OF THIS (the cost)\n'],False
1239,huius,['(fem sing gen)  They are fond OF THIS (change)\n'],False
1240,humanitas,"['kindness', 'culture', 'refinement\n']",False
1241,humanus,"['pertaining to man', 'humane', 'humane', 'cultured', 'refined\n']",False
1242,humilis,"['lowly', 'humble\n']",False
1243,humo,"['cover with earth', 'bury', '\n']",False
1244,humus,"['ground', 'earth', 'soil / land', 'country\n']",False
1245,hunc,['(masc sing acc) He ate THIS (fruit)\n'],False
1246,Hunnam,['Bunna\n'],False
1247,hypocrita,['hypocrite\n'],False
1248,iacio,"['to throw', 'cast', 'hurl', 'lay', 'scatter', 'diffuse\n']",True
1249,iaculator,"[' thrower', 'javelin man', 'spear thrower\n']",False
1250,iaculum,"['dart', 'javelin', 'short spear\n']",False
1251,iam,"['now', 'by now', 'already / presently', 'immediately', 'soon\n']",False
1252,iam,"['moreover', 'henceforth', 'indeed', 'just', 'further\n']",False
1253,ianua,['door\n'],False
1254,ibi,['there\n'],False
1255,ictus,"['blow', 'bite', 'stroke', 'bolt', 'thrust\n']",False
1256,idcirco,"['on that account', 'for that reason', 'for that purpose\n']",False
1257,idem eadem idem,['the same\n'],False
1258,identidem,"['again and again', 'repeatedly\n']",False
1259,ideo,"['for that reason', 'on that account', 'therefore\n']",False
1260,idoneus,"['proper', 'worthy', 'fitting', 'deserving', 'capable\n']",False
1261,igitur,"['therefore', 'consequently', 'for this reason\n']",False
1262,ignarus,"['ignorant', 'not knowing\n']",False
1263,ignavus,"['lazy', 'listless', 'inert', 'sluggish cowardly', 'a coward\n']",False
1264,ignis,['fire\n'],False
1265,"ignoroto be ignorant of, not know / rarely: ","['neglect', 'overlook\n']",False
1266,ignosco: ,"['(+ dat) to overlook', 'forgive', 'pardon\n']",False
1267,ignotus,"['unknown', 'obscure', 'ignorant', 'ignoble\n']",False
1268,ilico,"['on the spot', 'immediately \n']",False
1269,illa,['(fem sing nom) THAT (sword) is more expensive\n'],False
1270,illa,['(neut pl acc) Deborah always won THESE (wars) \n'],False
1271,illa,"['(fem sing abl) He who lives BY THAT (the sword)', ' \n']",False
1272,illa,['(neut pl nom) THOSE (arms) belong to the victor\n'],False
1273,illacrimo,['(+ dat) to weep over\n'],False
1274,illae ille,['(fem pl nom) THOSE (women) must die!\n'],False
1275,illarum,['(fem pl gen) The city wall had four OF THOSE (gates)\n'],False
1276,illas,['(fem pl acc) They gave THOSE (their lives) for the Faith\n'],False
1277,illatafrom infero,"['to cause', 'occasion', 'etc\n']",True
1278,illaturos,"['from infero ""they would cause""\n']",False
1279,ille illa illud,"['that', 'the former', 'the famous / he', 'she', 'it\n']",False
1280,ille,['(masc nom sing) THAT (house) is filthy\n'],False
1281,illi,['(fem sing dat) There is a statue IN THAT (abbey)\n'],False
1282,illi,['(masc sing dat) He sent FOR THAT (doctor)\n'],False
1283,illi,['(masc pl nom) THOSE (men) are loyal to the king\n'],False
1284,illi,"[""(neut sing dat) i'd give my right arm FOR THOSE (cookies)\n""]",False
1285,illiam,['(fem sing acc) She wasted THAT (her youth)\n'],False
1286,illic,"['there', 'at that place', 'therein', 'in that matter\n']",False
1287,illis,['(masc pl dat) Tell it TO THOSE (Marines) \n'],False
1288,illis,['(fem pl dat) She gave her property TO THOSE (churches)\n'],False
1289,illis,['(neut pl abl) She earned it BY THESE (her deeds)\n'],False
1290,illis,['(fem pl abl) A life is enriched BY THESE (friendships)\n'],False
1291,illis,['(masc pl abl) They passed BY THOSE (roads)\n'],False
1292,illis,['(neut pl dat) Listen TO THESE (orders)\n'],False
1293,illius,['(fem sing gen)  They are fond OF THAT (change) \n'],False
1294,illius,['(neut sing gen) She paid half OF THAT (the cost)\n'],False
1295,illius,"['(masc fem neut gen sing) Go ahead', 'eat some OF THAT\n']",False
1296,illo,['(neut sing abl) Do not hesitate BECAUSE OF THAT! (doubt)\n'],False
1297,illo,['(masc sing abl) He gave plenty FOR THAT (field) \n'],False
1298,illorum,['(masc pl gen) The horses OF THOSE (soldiers) are spent\n'],False
1299,illorum,['(neut pl gen) The cattle OF THESE (monsters) were fat\n'],False
1300,illos,['(masc pl acc) They burned THOSE (houses) to the ground \n'],False
1301,illuc,"['thither', 'to that place', 'to that matter', 'to that person\n']",False
1302,illud,['(neut sing nom) THAT (monastery) is well-built\n'],False
1303,illud,['(neut sing acc) Break THOSE (fetters)!\n'],False
1304,illudo illusi illusum,"['to mock', 'make fun of', 'ridicule\n']",True
1305,illum,['(masc sing acc) He ate THAT (fruit)\n'],False
1306,imago,"['image', 'likeness\n']",False
1307,imber ymber,"['rain shower', 'rain storm', 'pelting rain\n']",False
1308,imbrium,['of rain\n'],False
1309,imcompositeadv from incompositus,['incompositione in Herimann\n'],False
1310,imitabilis,"['that can be imitated,\n']",False
1311,imitor,['to imitate\n'],True
1312,immanitas,"['savagery', 'frightfulness\n']",False
1313,immerito,"['adv undeservingly', 'without merit', 'unjustifiably\n']",False
1314,immineo,"['to hang over', 'be imminent', 'threaten \n']",True
1315,immo,"['by all means', 'by no means', 'on the contrary\n']",False
1316,immodicus,"['mmoderate', 'excessive', 'beyond measure\n']",False
1317,immortalis,['immortal\n'],False
1318,immotus,['unmoved\n'],False
1319,immunda,"['unclean', 'impure', 'dirty', 'foul\n']",False
1320,immundus,"['foul', 'impure\n']",False
1321,impedimentum,"['hindrance', 'impediment', 'obstacle', 'difficulty\n']",False
1322,impedio,"['entangle', 'ensnare', 'obstruct', 'surround', 'hinder', 'prevent\n']",False
1323,impedito,['a hinderance\n'],False
1324,impedo,"['to entangle', 'ensnare', 'hinder', 'prevent', 'obstruct\n']",True
1325,impello,"['to drive against', 'strike upon \n']",True
1326,impello impuli impulsum,"['to set in mortion', 'impel', 'urge on\n']",True
1327,impendeo,"['to hang over', 'threaten', 'menace', 'be imminent\n']",True
1328,impendium,"['expenditures', 'outlay', 'interest on a loan\n']",False
1329,impendo,"['to lay out', 'expand', 'weigh out\n']",True
1330,impenetrabiilis,['impenetrable\n'],False
1331,impensa,"['expense', 'outlay\n']",False
1332,imperator,"['commander in chief', 'general', 'emperor\n']",False
1333,imperceptus,"['unperceived / unknown,\n']",False
1334,imperiosus,"['imperious', 'domineering', 'powerful\n']",False
1335,imperium,"['power to command', 'authority', 'command', 'rule', 'control\n']",False
1336,impero,"['to give orders', 'command / to rule', 'hold sway\n']",True
1337,impetro,"['to get', 'accomplish', 'effect', 'obtain (by asking)\n']",True
1338,impetus,"['attack', 'onset', 'rapid motion / impulse', 'passion', 'force\n']",False
1339,impleo,"['to fill in (or up)', 'satisfy', 'content', 'fulfil', 'perform \n']",True
1340,importo,"['to bring in', 'introduce', 'import / bring upon', 'cause \n']",True
1341,importunus,"['unsuitable', 'unfavorable', 'troublesome / inconsiderate\n']",False
1342,impraesentiarum,"['for the present', 'in present circumstances\n']",False
1343,imprimis,"['especially', 'particularly', 'specifically\n']",False
1344,improbus,"['inferior', 'bad', 'wicked', 'persistent', 'perverse', 'bold\n']",False
1345,improvidus,"['improvident', 'negligent', 'thoughtless', 'feckless\n']",False
1346,improviso,['unexpected\n'],False
1347,ex improviso,['suddenly\n'],False
1348,impudens,"['impudent', 'shameless', 'insolent', 'presumptuous\n']",False
1349,impudenter,"['impudently', 'insolently', 'presumptuously\n']",False
1350,impunitus,"['unpunished', 'unrestrained', 'safe\n']",False
1351,imputo,"['to lay to a charge', 'enter in an account', 'impute to\n']",True
1352,in praesentia,['for the present\n'],False
1353,in,"['(+ acc) into', 'toward', 'against\n']",False
1354,in,['(+ abl) in\n'],False
1355,inanis,"['empty', 'vain', 'inane\n']",False
1356,incassum,['in vain\n'],False
1357,inceptor,['beginner\n'],False
1358,inceptum,"['beginning', 'attempt', 'enterprise\n']",False
1359,incertus,"['uncertain', 'doubtful', 'unsure', 'hesitant\n']",False
1360,incido in mentionem,['to happen to mention\n'],True
1361,incido,"['to fall in or on', 'fall in with / happen', 'occur\n']",True
1362,incipio,"['to take in hand', 'begin', 'commence\n']",True
1363,incito,"['to excite', 'spur', 'inspire', 'increase / hasten', 'urge on\n']",True
1364,inclino,"['to bend', 'incline', 'turn', 'change / fall back', 'waver\n']",True
1365,includo,"['to shut in', 'enclose', 'establish a siege', 'surround\n']",True
1366,inclutus / inclitus,"['celebrated', 'famous', 'renowned\n']",False
1367,"incola, ae","['resident', 'inhabitant of a place\n']",False
1368,incompositus,"['disorder', 'lack of regularity\n']",False
1369,inconsulte,['indiscreetly\n'],False
1370,incontinencia,"['lack of restrain', 'incontinence\n']",False
1371,incorruptus,"['uncorrupted', 'genuine', 'pure\n']",False
1372,incredibilis,"['incredible', 'unbelievable\n']",False
1373,increpare,"['to rebuke', 'chide', 'scold\n']",True
1374,increpo,"['(of persons) to chide', 'rebuke\n']",False
1375,incubo,"['to hang over', 'dwell in', 'lie heavily upon\n']",True
1376,incurro,"['to run into', 'assail', 'attack', 'raid into', 'come upon\n']",True
1377,Inda,['Cornelism / Anster\n'],False
1378,indagatio,['investigation\n'],False
1379,inde,"['thence', 'from there', 'for that reason', 'thereafter', 'then\n']",False
1380,indebitus,"['not owed', 'not due\n']",False
1381,indico,"['to proclaim', 'make publicly known', 'announce', 'disclose\n']",True
1382,indigeo,"['to require', 'need', 'stand in need of\n']",True
1383,indignatio,['indignation\n'],False
1384,indignus,"['unworthy', 'lacking in merit', 'unfit\n']",False
1385,indo (past indidi),"['to establish', 'cause', 'occasion\n']",True
1386,indomitus,"['untamed', 'wild\n']",False
1387,induco,"['cover', 'put on clothing', 'erase writing', 'revoke', 'annul\n']",False
1388,induco,"['bring in', 'introduce', 'induce', 'persuade / decide\n']",False
1389,induco indux inductum,"['to lead in', 'introduce', 'induce', 'influence\n']",True
1390,industria,"['industry', 'diligence\n']",False
1391,industrius,"['industrious', 'diligent', 'assiduous', 'hard-working \n']",False
1392,indutiae,"['truce', 'armistice', 'suspension of hostilities\n']",False
1393,inedicabilis,"['unexplainable', 'inexplicable\n']",False
1394,ineptio,"['to play the fool', 'to trifle\n']",True
1395,inexpugnabilis,"['impregnable', 'unconquerable', 'not to be taken by force\n']",False
1396,infamo,"['to put to shame', 'disgrace \n']",True
1397,infantia,"['infancy', 'babyhood\n']",False
1398,infector,['dyer\n'],False
1399,infectum reddere,"['to revoke', 'render impossible', 'make void', 'annul\n']",True
1400,infectus,"['unworked / not done', 'unfinished', 'incomplete\n']",False
1401,infecunditas,"['barrenness', 'sterility\n']",False
1402,infecundus,"['barren', 'sterile\n']",False
1403,infelicitas,"['bad luck', 'misfortune', '\n']",False
1404,infeliciter,['unhappily\n'],False
1405,infelixarbor infelix,['the gallows\n'],False
1406,infelix,"['unfruitful', 'barren', 'unproductive', 'infertile\n']",False
1407,infenso,"['to attack', 'avenge\n']",True
1408,infensus,"['hostile', 'aggressive / (arms) aimed', 'ready / (spirit) dangerous\n']",False
1409,inferi,"['those down below', 'the dead\n']",False
1410,inferne,"['on the lower side', 'below\n']",False
1411,infero,"['To carry in', 'put or place on\n']",False
1412,infero,"['(in logic) to infer', 'conclude \n']",False
1413,infero(abstract things),"['bring on', 'occasion', 'cause\n']",False
1414,inferus,"['below', 'under', 'southern\n']",False
1415,infervesco,"['to come to a boil', 'become hot\n']",True
1416,infeste,"['in a hostile manner', 'belligerently\n']",False
1417,infesto,"['to attack', 'disquiet\n']",True
1418,infestus,"['aggressive', 'hostile', 'dangerous\n']",False
1419,inficio infeci infectum,"['to poison', 'taint', 'corrupt\n']",True
1420,inficio infeci infectum,"['to tinge', 'dye', 'stain', 'imbue\n']",True
1421,infidelis,"['unfaithful', 'disloyal', 'untrue\n']",False
1422,infidelitas,"['faithlessness', 'disloyalty \n']",False
1423,infideliter,"['faithlessly', 'disloyally\n']",False
1424,infidus,"['untrue', 'disloyal\n']",False
1425,infigo,"['to fix', 'fasten / to imprint', 'impress\n']",True
1426,infindo infidi infissum,['to cut into\n'],True
1427,infinitas infinitio,"['eternity', 'infinity', 'endlessness\n']",False
1428,infinitus,"['unlimited', 'infinite', 'without bounds', 'boundless', 'limitless\n']",False
1429,infirmatio,['weakening / refusing / invalidating\n'],False
1430,infirme,"['weakly', 'faintly\n']",False
1431,infirmitas,"['weakness', 'feebleness / instability', 'fickleness\n']",False
1432,infirmo,"['to weaken / shake / invalidate', 'annull\n']",True
1433,infirmus,"['not strong', 'weak', 'feeble / (sometimes) sick', 'ill\n']",False
1434,infit,"['he', 'she', 'or it begins', 'begins to speak\n']",False
1435,infitialis,"['negative', 'containing a no', 'rejection\n']",False
1436,infitias ire,['to deny\n'],True
1437,infitior,"['to deny / deny a debt', 'refuse to return something\n']",True
1438,inflammatio,['setting afire / (people) inflaming / (souls) inspiring\n'],False
1439,inflammo,"['to set on fire', 'inflame', 'to torch', 'kindle\n']",True
1440,inflatio,"['inflation', 'flatulence\n']",False
1441,inflatius,['too pompous / on a grander scale\n'],True
1442,inflatus,"['pompous', 'swollen', 'puffed up', 'inflated\n']",False
1443,inflatus,"['blowing into', 'blast', 'inspiration\n']",False
1444,inflecto,"['to warp / change', 'sway', 'affect\n']",True
1445,inflecto inflexi inflectum,"['to bend', 'bow', 'curve\n']",True
1446,infletus,"['unwept', 'unmourned', 'unlamented\n']",False
1447,inflexio,"['a bendings', 'swaying\n']",False
1448,inflexus,"['bending', 'curving\n']",False
1449,infligo inflixi inflictum,"['to strike', 'hit', 'knock / cause damage\n']",True
1450,inflo,"['to blow into / to inspire', 'puff up', 'elate \n']",True
1451,influo influi influxum,"['to flow in / to rush in', 'steal in\n']",True
1452,infodio infodi infossum,"['to dig in', 'bury\n']",True
1453,informatio,"['concept', 'idea\n']",False
1454,informis,"['formless', 'shapeless / deformed', 'hideous\n']",False
1455,infortunatus,"['unfortunate', 'unhappy', 'unlucky\n']",False
1456,infortunium,"['misfortune', 'bad luck / punishment\n']",False
1457,infra inferius infimus,['low down\n'],False
1458,infra,"['(adv) below', 'underneath / to the south', 'in the underworld\n']",False
1459,infra,"['(+ acc) below', 'under / (time) later than\n']",False
1460,infula,['insignia of office\n'],False
1461,ingemuo = dat.,"['to groan', 'sigh over\n']",True
1462,ingenium,"['innate character', 'talent', 'nature\n']",False
1463,ingens,"['of immoderate size', 'vast', 'huge', 'monstrous', 'remarkable\n']",False
1464,ingero,"['to go off to', 'betake oneself to', 'pour forth', 'inflict\n']",True
1465,ingratus,"['ungrateful', 'unpleasant', 'disagreeable\n']",False
1466,ingravesco,"['to become heavy', 'become a burden\n']",True
1467,inicio inieci iniectum,"['to throw on', 'put on', 'don / inspire\n']",True
1468,inimicus,"['personal enemy', 'foe', 'opponent\n']",False
1469,iniquus,"['unequal', 'unjust', 'unfair\n']",False
1470,initium,"['beginning', 'start', 'commencement', 'origin\n']",False
1471,iniuria,"['injury', 'damage', 'hurt / injustice', 'wrong\n']",False
